Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Rating,Adjusted_Average_Complexity,Play_Time_Category,Engagement_Metrics
2013,BaseGame,5 to under 12,3,6,6.56651,1.118576660328192,Short_Games,324.8333333333333
2007,BaseGame,12 to under 18,3,13,5.49623,1.237082188886541,Median_Games,49.166666666666664
2003,BaseGame,under 5,2,5,7.125,1.711317698429467,Very_Long_Games,1.5
2014,BaseGame,5 to under 12,2,4,6.55794,1.9145411648707653,Median_Games,69.16666666666667
2012,BaseGame,12 to under 18,2,6,7.80587,2.117764631312064,Long_Games,493.1666666666667
1990,BaseGame,5 to under 12,2,6,6.6393,1.8129649975350377,Long_Games,56.166666666666664
2014,BaseGame,5 to under 12,1,4,7.0,1.711317698429467,Short_Games,0.6666666666666666
1995,BaseGame,5 to under 12,2,2,7.0,3.1339530952884007,Long_Games,2.5
1997,BaseGame,5 to under 12,2,6,6.37818,1.5990006338474545,Median_Games,1761.5
1992,BaseGame,5 to under 12,1,6,5.78571,1.711317698429467,Median_Games,4.833333333333333
2011,BaseGame,12 to under 18,1,2,7.40705,1.8873934784139723,Median_Games,1138.6666666666667
2008,BaseGame,under 5,2,2,7.28571,2.422635396858934,Very_Short_Games,2.5
2013,PremiumGame,12 to under 18,4,30,7.28805,1.182879780266216,Median_Games,578.8333333333334
2012,PremiumGame,under 5,1,7,6.2,1.711317698429467,Median_Games,85.33333333333333
2014,BaseGame,12 to under 18,1,4,7.35522,2.1228001971969856,Average_Games,866.3333333333334
2011,PremiumGame,under 5,2,5,7.35909,2.3040587365307417,Long_Games,53.0
2003,BaseGame,12 to under 18,2,6,5.81818,1.4742355095429256,Long_Games,15.333333333333334
1985,BaseGame,5 to under 12,4,14,4.84615,1.0,Average_Games,8.166666666666666
1981,BaseGame,12 to under 18,2,4,7.4,1.948399887316008,Long_Games,5.5
2014,BaseGame,5 to under 12,2,6,6.53333,1.0,Median_Games,11.0
2015,PremiumGame,12 to under 18,3,6,7.99737,2.9916895556025063,Long_Games,89.33333333333333
2012,BaseGame,5 to under 12,2,6,6.47305,1.0527086414536235,Median_Games,156.16666666666666
1994,BaseGame,5 to under 12,3,4,6.11406,1.711317698429467,Median_Games,191.5
2011,BaseGame,5 to under 12,2,4,5.51111,1.711317698429467,Short_Games,8.5
2015,PremiumGame,12 to under 18,2,99,8.0,1.711317698429467,Median_Games,11.333333333333334
2014,BaseGame,5 to under 12,2,4,7.0875,1.711317698429467,Median_Games,5.0
2012,BaseGame,5 to under 12,2,4,5.94886,1.5334882738221003,Median_Games,20.833333333333332
2013,BaseGame,5 to under 12,2,4,5.625,1.3556588492147337,Median_Games,3.0
1993,BaseGame,5 to under 12,1,3,3.125,1.0,Short_Games,9.0
2012,BaseGame,12 to under 18,2,6,8.5,2.0669765476442,Average_Games,1.8333333333333333
2005,BaseGame,5 to under 12,2,2,6.678,1.711317698429467,Median_Games,30.5
2003,BaseGame,under 5,2,2,5.75435,1.414911613493908,Very_Short_Games,21.666666666666668
2011,PremiumGame,12 to under 18,2,5,7.7121,2.2892633284034085,Long_Games,440.6666666666667
2015,PremiumGame,5 to under 12,2,2,8.54762,2.422635396858934,Average_Games,46.833333333333336
2014,BaseGame,5 to under 12,2,10,5.42449,1.1422635396858931,Short_Games,37.666666666666664
1995,BaseGame,5 to under 12,2,4,4.63889,1.711317698429467,Median_Games,8.833333333333334
2007,BaseGame,under 5,2,2,3.83333,1.0,Mini_Games,3.3333333333333335
1982,BaseGame,under 5,2,4,5.37776,2.896870906401859,Long_Games,29.333333333333332
2004,BaseGame,5 to under 12,2,5,5.795,1.3688182266356783,Median_Games,227.66666666666666
2006,PremiumGame,5 to under 12,2,6,5.34725,1.5690541587435731,Very_Short_Games,76.0
1999,BaseGame,5 to under 12,2,2,5.79692,1.8129649975350377,Short_Games,40.166666666666664
2008,BaseGame,under 5,2,5,2.0,1.0,Short_Games,0.8333333333333334
2009,BaseGame,5 to under 12,1,4,6.65395,1.5690541587435731,Median_Games,37.333333333333336
2012,BaseGame,5 to under 12,2,6,6.62293,1.9052940347911824,Median_Games,55.833333333333336
1984,PremiumGame,12 to under 18,3,6,5.7567,2.4700802873441794,Very_Long_Games,167.16666666666666
2010,BaseGame,5 to under 12,1,5,8.0,1.0,Median_Games,1.3333333333333333
2014,PremiumGame,5 to under 12,1,4,8.11818,2.422635396858934,Very_Long_Games,118.66666666666667
2006,BaseGame,5 to under 12,2,8,6.10744,1.428880907106134,Median_Games,805.5
1991,BaseGame,12 to under 18,1,4,5.32923,2.0669765476442,Average_Games,52.5
1996,PremiumGame,12 to under 18,2,2,6.64286,1.3556588492147337,Long_Games,5.0
2010,PremiumGame,5 to under 12,2,5,6.86904,1.3112014930628917,Median_Games,261.6666666666667
2013,PremiumGame,12 to under 18,1,2,8.00187,2.422635396858934,Average_Games,172.66666666666666
2014,PremiumGame,5 to under 12,1,4,6.72059,1.711317698429467,Average_Games,53.833333333333336
2012,PremiumGame,under 5,1,2,7.50214,2.225031340235228,Average_Games,515.0
2013,BaseGame,5 to under 12,2,5,7.0561,1.3912247341362067,Median_Games,135.66666666666666
2001,BaseGame,5 to under 12,2,2,3.4,1.0,Very_Short_Games,3.3333333333333335
2009,BaseGame,12 to under 18,2,6,1.0,1.0,Median_Games,2.0
2015,PremiumGame,12 to under 18,3,7,7.895,1.711317698429467,Long_Games,13.0
2011,BaseGame,5 to under 12,2,4,6.58696,1.1422635396858931,Median_Games,22.5
2015,BaseGame,5 to under 12,3,14,7.06204,1.284527079371787,Median_Games,27.666666666666668
1997,BaseGame,5 to under 12,4,6,6.40722,1.2286175082752306,Median_Games,131.83333333333334
2007,BaseGame,under 5,2,4,6.1875,1.711317698429467,Short_Games,5.333333333333333
2011,BaseGame,12 to under 18,2,4,6.77359,1.997589971124727,Average_Games,729.6666666666666
2002,BaseGame,under 5,2,4,6.0,1.0,Short_Games,1.8333333333333333
2013,BaseGame,12 to under 18,4,7,7.10417,1.8693724910204943,Average_Games,17.0
2008,BaseGame,5 to under 12,2,4,7.056,2.0274272836115217,Average_Games,54.0
2008,BaseGame,under 5,1,2,7.4,2.422635396858934,Median_Games,3.0
1997,BaseGame,12 to under 18,2,6,5.07325,2.422635396858934,Median_Games,6.0
1992,BaseGame,5 to under 12,2,2,6.06667,1.711317698429467,Median_Games,13.166666666666666
2001,BaseGame,5 to under 12,2,6,3.72648,1.3556588492147337,Median_Games,58.166666666666664
2011,BaseGame,12 to under 18,1,4,8.16667,1.3556588492147337,Median_Games,9.666666666666666
2012,BaseGame,5 to under 12,2,5,5.7303,1.1778294246073666,Median_Games,36.333333333333336
1990,BaseGame,5 to under 12,2,6,5.21883,1.447613212198042,Median_Games,477.8333333333333
1999,BaseGame,5 to under 12,2,6,6.10794,1.2881371927600536,Median_Games,602.3333333333334
1981,BaseGame,under 5,1,4,6.86835,2.636030706387773,Long_Games,94.66666666666667
2009,PremiumGame,12 to under 18,2,6,7.52661,2.12829213324882,Long_Games,457.5
2014,PremiumGame,12 to under 18,1,5,7.17742,2.778294246073667,Long_Games,83.66666666666667
2004,BaseGame,5 to under 12,2,6,5.64286,1.0,Short_Games,3.8333333333333335
2010,BaseGame,5 to under 12,2,4,6.44848,1.237082188886541,Average_Games,22.333333333333332
2013,PremiumGame,5 to under 12,2,6,7.64,1.0,Short_Games,6.5
1980,BaseGame,12 to under 18,3,3,6.625,1.0,Long_Games,6.0
1987,PremiumGame,5 to under 12,2,8,6.11389,2.0669765476442,Median_Games,30.666666666666668
2013,BaseGame,5 to under 12,1,3,6.80278,1.711317698429467,Short_Games,64.83333333333333
2010,BaseGame,5 to under 12,2,2,7.25714,3.1339530952884007,Median_Games,4.5
2010,PremiumGame,12 to under 18,2,2,5.0,2.422635396858934,Average_Games,1.1666666666666667
2010,PremiumGame,12 to under 18,1,5,6.39286,2.422635396858934,Average_Games,46.0
1987,BaseGame,5 to under 12,2,6,5.60606,1.948399887316008,Long_Games,47.833333333333336
2007,BaseGame,12 to under 18,2,8,5.5625,1.0,Average_Games,4.0
2014,PremiumGame,12 to under 18,2,2,5.375,1.711317698429467,Long_Games,9.666666666666666
2012,BaseGame,under 5,2,2,5.63276,2.422635396858934,Median_Games,28.833333333333332
2007,BaseGame,under 5,1,4,6.66667,3.1339530952884007,Long_Games,2.6666666666666665
2003,BaseGame,12 to under 18,2,6,5.36333,1.284527079371787,Long_Games,19.333333333333332
2009,BaseGame,5 to under 12,3,8,5.3486,1.1422635396858931,Short_Games,71.83333333333333
1994,PremiumGame,under 5,2,3,7.03846,3.1339530952884007,Very_Long_Games,12.0
1999,BaseGame,under 5,2,4,4.54545,1.0,Short_Games,6.333333333333333
2010,BaseGame,5 to under 12,2,6,8.25,1.711317698429467,Median_Games,1.8333333333333333
2007,BaseGame,under 5,3,6,7.6,2.422635396858934,Long_Games,2.5
1993,BaseGame,5 to under 12,2,2,5.26575,1.6739023874920769,Median_Games,82.5
1998,BaseGame,under 5,2,2,6.50104,2.4700802873441794,Very_Long_Games,73.0
2012,PremiumGame,5 to under 12,3,6,7.0122,2.1855532079723927,Long_Games,96.16666666666667
2011,BaseGame,5 to under 12,2,4,6.05107,1.7861046552574122,Median_Games,621.6666666666666
1995,BaseGame,5 to under 12,2,12,7.45782,1.711317698429467,Long_Games,192.33333333333334
2006,BaseGame,5 to under 12,2,5,5.71133,1.711317698429467,Median_Games,16.833333333333332
2006,BaseGame,under 5,2,8,4.5,1.711317698429467,Average_Games,1.8333333333333333
2003,BaseGame,under 5,2,2,4.2381,1.0,Median_Games,12.833333333333334
2010,BaseGame,12 to under 18,1,2,6.95455,1.5334882738221003,Very_Long_Games,14.166666666666666
2013,BaseGame,12 to under 18,4,14,5.75,1.0,Median_Games,1.6666666666666667
1986,BaseGame,5 to under 12,3,6,5.87222,2.422635396858934,Median_Games,13.0
2014,BaseGame,12 to under 18,2,2,6.38889,1.711317698429467,Average_Games,4.166666666666667
2001,BaseGame,5 to under 12,2,4,4.92857,1.0,Median_Games,3.6666666666666665
2003,BaseGame,5 to under 12,3,4,6.79231,2.896870906401859,Average_Games,8.333333333333334
2006,PremiumGame,5 to under 12,2,4,7.80509,1.9089217550531727,Average_Games,331.6666666666667
2002,BaseGame,5 to under 12,2,2,5.5,1.711317698429467,Median_Games,1.8333333333333333
2013,BaseGame,5 to under 12,2,4,6.68312,1.5959419677442073,Median_Games,276.0
2013,BaseGame,under 5,2,6,6.1,1.0,Short_Games,4.666666666666667
1987,BaseGame,12 to under 18,2,6,6.91574,2.543203746742728,Long_Games,295.5
2014,BaseGame,12 to under 18,2,4,5.82759,1.0,Median_Games,19.0
2014,BaseGame,5 to under 12,2,2,7.07812,1.0,Median_Games,7.833333333333333
2000,BaseGame,5 to under 12,2,2,5.75,1.711317698429467,Short_Games,3.5
2017,BaseGame,under 5,2,4,4.0,1.0,Short_Games,0.3333333333333333
2009,BaseGame,5 to under 12,2,8,7.5,2.422635396858934,Median_Games,1.6666666666666667
2008,BaseGame,under 5,2,4,4.66667,1.0,Median_Games,1.6666666666666667
2003,BaseGame,12 to under 18,2,2,6.90267,2.559339390097894,Average_Games,646.3333333333334
1992,BaseGame,12 to under 18,3,16,6.27419,1.3556588492147337,Average_Games,17.666666666666668
2013,BaseGame,5 to under 12,2,2,6.66667,1.0,Median_Games,2.1666666666666665
2014,PremiumGame,12 to under 18,2,9,8.5,3.1339530952884007,Long_Games,5.666666666666667
2011,BaseGame,5 to under 12,2,6,5.63625,2.158452003662229,Long_Games,260.5
2009,BaseGame,5 to under 12,2,5,3.45652,1.711317698429467,Average_Games,14.0
2012,BaseGame,12 to under 18,2,4,7.16179,2.378178040707092,Median_Games,206.66666666666666
2009,BaseGame,5 to under 12,2,2,7.1,1.8061363476301149,Median_Games,69.33333333333333
2002,BaseGame,5 to under 12,2,5,6.04808,1.0889147123036833,Median_Games,43.5
1999,BaseGame,5 to under 12,2,6,4.69643,1.0,Median_Games,11.166666666666666
2008,BaseGame,under 5,2,2,6.66667,1.711317698429467,Median_Games,5.666666666666667
2003,BaseGame,12 to under 18,2,4,7.05812,2.358168885132756,Average_Games,1683.0
1983,BaseGame,5 to under 12,2,4,4.22222,1.711317698429467,Median_Games,6.666666666666667
1994,BaseGame,12 to under 18,2,2,6.32,2.422635396858934,Long_Games,5.166666666666667
2005,PremiumGame,5 to under 12,2,6,7.02778,2.0669765476442,Average_Games,22.166666666666668
2011,BaseGame,5 to under 12,2,4,6.68667,1.711317698429467,Median_Games,43.833333333333336
2010,BaseGame,5 to under 12,1,4,5.29143,1.711317698429467,Median_Games,21.166666666666668
2010,BaseGame,12 to under 18,1,2,5.94615,1.948399887316008,Average_Games,19.166666666666668
2001,PremiumGame,12 to under 18,2,4,6.58333,2.422635396858934,Average_Games,7.333333333333333
2008,BaseGame,5 to under 12,2,5,6.49498,1.840635256003944,Average_Games,100.16666666666667
1983,BaseGame,5 to under 12,3,6,5.59852,1.5690541587435731,Median_Games,25.333333333333332
2001,BaseGame,12 to under 18,3,6,6.49991,2.138108317487147,Average_Games,297.5
2002,BaseGame,5 to under 12,2,4,2.6,1.0,Median_Games,5.333333333333333
2010,BaseGame,5 to under 12,2,4,5.77674,1.0,Median_Games,27.0
2013,BaseGame,5 to under 12,2,8,3.5,1.0,Median_Games,3.0
2005,BaseGame,5 to under 12,4,6,5.58637,1.1778294246073666,Median_Games,119.5
2004,BaseGame,5 to under 12,2,6,5.84375,1.237082188886541,Very_Short_Games,72.16666666666667
2007,PremiumGame,5 to under 12,2,4,6.62674,2.0669765476442,Median_Games,96.33333333333333
2005,BaseGame,5 to under 12,2,4,5.47407,1.8535812381153605,Median_Games,16.5
1991,BaseGame,5 to under 12,2,4,5.4,1.711317698429467,Median_Games,4.166666666666667
2008,PremiumGame,under 5,3,6,7.55284,2.0669765476442,Long_Games,39.833333333333336
1999,BaseGame,5 to under 12,4,10,5.96558,1.6436002535389815,Long_Games,156.16666666666666
2012,BaseGame,12 to under 18,2,4,7.8209,2.6736594126346924,Long_Games,92.16666666666667
2007,BaseGame,under 5,1,2,3.66667,2.422635396858934,Very_Long_Games,3.0
1989,BaseGame,5 to under 12,2,4,4.81543,1.0,Median_Games,18.833333333333332
2004,BaseGame,5 to under 12,2,4,8.66667,1.1422635396858931,Median_Games,1.3333333333333333
2002,BaseGame,under 5,1,4,4.44231,1.3556588492147337,Median_Games,13.5
2014,PremiumGame,5 to under 12,2,4,7.625,2.422635396858934,Median_Games,30.833333333333332
2010,BaseGame,under 5,1,6,7.75,1.711317698429467,Very_Short_Games,6.333333333333333
1982,BaseGame,12 to under 18,2,2,6.65556,1.711317698429467,Average_Games,7.666666666666667
2015,BaseGame,5 to under 12,2,6,5.9125,1.0,Short_Games,10.166666666666666
2001,BaseGame,under 5,2,4,6.0,1.3556588492147337,Long_Games,4.833333333333333
2005,BaseGame,under 5,2,2,5.8,1.711317698429467,Very_Short_Games,6.333333333333333
2010,BaseGame,under 5,2,6,5.0,1.0,Short_Games,1.1666666666666667
2009,BaseGame,5 to under 12,2,6,5.91667,1.0,Short_Games,6.833333333333333
2009,BaseGame,5 to under 12,3,5,6.51308,1.636415944784844,Median_Games,115.16666666666667
2010,PremiumGame,5 to under 12,3,6,6.5,1.0,Median_Games,9.333333333333334
1985,BaseGame,5 to under 12,3,5,6.67316,1.4820691597999858,Median_Games,1197.0
2014,BaseGame,5 to under 12,2,2,9.0,1.711317698429467,Median_Games,2.5
1981,BaseGame,5 to under 12,3,12,6.10027,1.26674413691105,Median_Games,114.33333333333333
2014,BaseGame,12 to under 18,2,7,7.49153,2.047201915627861,Long_Games,225.33333333333334
2002,PremiumGame,12 to under 18,2,4,6.93077,2.0669765476442,Very_Long_Games,17.5
2002,BaseGame,12 to under 18,4,12,5.44,1.0,Long_Games,28.333333333333332
2013,BaseGame,12 to under 18,2,4,7.23335,2.5333164307345584,Long_Games,363.0
2007,BaseGame,5 to under 12,2,3,7.68075,1.8133389675329248,Average_Games,3083.3333333333335
2011,PremiumGame,5 to under 12,2,4,7.15,1.0,Average_Games,17.833333333333332
1998,BaseGame,5 to under 12,3,6,4.57241,2.778294246073667,Median_Games,44.166666666666664
2012,PremiumGame,12 to under 18,1,4,7.61771,1.8786907528699204,Very_Long_Games,285.1666666666667
2008,PremiumGame,5 to under 12,3,6,6.58333,1.7487330093668567,Long_Games,136.33333333333334
2013,PremiumGame,12 to under 18,5,6,6.7625,2.422635396858934,Long_Games,33.5
2009,BaseGame,under 5,2,3,2.0,1.0,Short_Games,0.5
2002,BaseGame,5 to under 12,2,4,6.64004,2.0674864427072324,Average_Games,350.8333333333333
2013,BaseGame,12 to under 18,2,4,6.78571,2.422635396858934,Average_Games,4.5
2010,BaseGame,under 5,2,6,4.25,1.3556588492147337,Median_Games,1.0
2011,PremiumGame,5 to under 12,2,5,7.36703,2.1855532079723927,Long_Games,294.6666666666667
2014,BaseGame,5 to under 12,2,5,6.5,1.0,Short_Games,2.8333333333333335
2014,BaseGame,5 to under 12,2,4,6.345,1.237082188886541,Short_Games,19.0
2002,BaseGame,5 to under 12,3,5,6.54158,1.937658990069723,Median_Games,125.0
1998,BaseGame,under 5,3,5,5.83333,1.0,Median_Games,3.0
2010,BaseGame,12 to under 18,2,4,7.46396,2.775804634129164,Very_Long_Games,4047.0
2014,BaseGame,12 to under 18,2,6,6.29779,1.4267906190576802,Median_Games,205.83333333333334
2007,BaseGame,12 to under 18,1,2,6.63587,2.3040587365307417,Average_Games,53.333333333333336
1982,BaseGame,5 to under 12,2,4,7.26538,1.6224029861257834,Long_Games,13.666666666666666
1988,BaseGame,5 to under 12,2,5,5.0,1.711317698429467,Median_Games,8.333333333333334
1993,BaseGame,12 to under 18,2,2,5.301,2.155891259947884,Long_Games,64.83333333333333
2008,BaseGame,under 5,1,1,6.30952,1.5334882738221003,Long_Games,13.5
1986,BaseGame,under 5,1,24,4.4,3.1339530952884007,Long_Games,6.333333333333333
2008,BaseGame,under 5,1,3,3.83333,1.711317698429467,Short_Games,2.5
2005,BaseGame,5 to under 12,2,5,6.1567,2.244203112895274,Long_Games,283.5
2014,PremiumGame,12 to under 18,2,4,7.94755,2.0669765476442,Average_Games,162.16666666666666
2005,PremiumGame,5 to under 12,2,2,6.99174,1.9104866539897167,Median_Games,383.8333333333333
2009,BaseGame,12 to under 18,2,4,5.5,1.0,Median_Games,0.8333333333333334
2010,BaseGame,5 to under 12,3,5,6.79965,1.5927410381012743,Median_Games,162.16666666666666
2015,BaseGame,5 to under 12,1,5,5.92909,1.0,Median_Games,7.5
2017,BaseGame,5 to under 12,3,6,6.0,1.711317698429467,Median_Games,1.1666666666666667
2004,BaseGame,under 5,2,6,5.90929,1.133372068455525,Short_Games,44.166666666666664
2014,BaseGame,12 to under 18,2,4,7.23529,2.422635396858934,Median_Games,11.0
1981,BaseGame,12 to under 18,1,2,6.87383,1.9999690119022464,Median_Games,876.0
1989,BaseGame,under 5,2,2,2.0,1.0,Average_Games,1.5
2007,BaseGame,12 to under 18,2,4,4.825,1.1778294246073666,Median_Games,24.333333333333332
2007,PremiumGame,5 to under 12,2,8,7.84769,2.6597175857454745,Long_Games,77.16666666666667
2004,BaseGame,5 to under 12,2,2,6.35833,1.237082188886541,Median_Games,38.833333333333336
1983,BaseGame,5 to under 12,2,8,7.26702,1.4742355095429256,Median_Games,30.5
2014,PremiumGame,12 to under 18,2,4,7.72609,1.711317698429467,Long_Games,166.33333333333334
2014,PremiumGame,12 to under 18,2,2,8.02085,2.0993415029227407,Median_Games,529.3333333333334
2015,PremiumGame,12 to under 18,2,5,7.5,1.711317698429467,Average_Games,43.166666666666664
2008,BaseGame,5 to under 12,2,6,2.8325,1.0,Median_Games,3.0
2002,BaseGame,12 to under 18,2,20,5.55795,1.3007648425945488,Median_Games,561.1666666666666
2015,BaseGame,5 to under 12,2,4,7.77917,1.711317698429467,Median_Games,24.5
1996,BaseGame,5 to under 12,2,6,6.49167,1.711317698429467,Long_Games,12.0
2005,PremiumGame,5 to under 12,2,2,7.16667,1.0,Median_Games,5.666666666666667
2010,PremiumGame,12 to under 18,1,3,7.38684,2.422635396858934,Short_Games,26.0
2011,PremiumGame,5 to under 12,2,9,6.37333,1.3556588492147337,Median_Games,66.83333333333333
1996,BaseGame,5 to under 12,2,6,7.1221,1.8115212338897104,Average_Games,627.1666666666666
2015,BaseGame,5 to under 12,2,5,7.52393,1.4742355095429256,Median_Games,235.33333333333334
2000,BaseGame,12 to under 18,2,6,5.5,1.0,Long_Games,3.8333333333333335
2012,BaseGame,12 to under 18,2,4,7.35789,2.066413127685048,Median_Games,2158.6666666666665
2013,BaseGame,5 to under 12,2,4,7.22941,1.0,Median_Games,17.0
2007,BaseGame,5 to under 12,2,6,5.70226,1.5690541587435731,Average_Games,124.5
2004,BaseGame,12 to under 18,3,8,5.87015,1.500915557433622,Average_Games,257.0
1988,BaseGame,12 to under 18,2,2,6.74946,2.2954222128318893,Very_Long_Games,480.8333333333333
1983,BaseGame,5 to under 12,2,2,6.55149,2.3094647510388056,Short_Games,214.83333333333334
2009,BaseGame,5 to under 12,1,4,7.12209,2.2448059722515668,Median_Games,36.0
2014,BaseGame,5 to under 12,2,7,8.0,1.711317698429467,Median_Games,0.5
2006,BaseGame,5 to under 12,2,4,5.77561,1.965329248538629,Long_Games,192.5
2010,PremiumGame,under 5,2,2,8.61952,2.422635396858934,Very_Long_Games,356.0
2014,BaseGame,5 to under 12,2,4,6.79013,1.32009296429326,Median_Games,250.0
2001,BaseGame,12 to under 18,2,12,5.95406,1.109400662018452,Median_Games,63.5
2009,BaseGame,12 to under 18,4,8,6.45,1.711317698429467,Average_Games,3.3333333333333335
2014,PremiumGame,5 to under 12,1,6,7.37632,2.0669765476442,Median_Games,85.83333333333333
2007,BaseGame,5 to under 12,2,4,7.0212,1.2995358828086483,Median_Games,214.16666666666666
2006,BaseGame,5 to under 12,3,12,6.0,1.711317698429467,Mini_Games,0.3333333333333333
1996,BaseGame,12 to under 18,2,10,6.19619,1.5820001408549895,Short_Games,35.0
2007,BaseGame,under 5,3,6,7.6,2.778294246073667,Average_Games,2.8333333333333335
2011,PremiumGame,5 to under 12,2,4,7.98718,1.711317698429467,Median_Games,55.833333333333336
2013,BaseGame,12 to under 18,2,2,7.0,2.422635396858934,Median_Games,0.6666666666666666
2008,BaseGame,12 to under 18,2,2,6.78189,1.857509683780548,Median_Games,435.3333333333333
1980,BaseGame,12 to under 18,2,2,4.66667,1.711317698429467,Average_Games,2.5
2012,BaseGame,5 to under 12,2,10,6.5315,1.0395492640326784,Median_Games,223.33333333333334
2001,BaseGame,12 to under 18,2,5,5.74181,1.3880238044932742,Average_Games,58.666666666666664
1991,BaseGame,12 to under 18,2,2,6.67857,2.138108317487147,Very_Long_Games,21.0
1988,BaseGame,18 to under 21,4,12,4.5,3.371035284174942,Median_Games,16.0
2014,PremiumGame,5 to under 12,3,6,6.4,1.0,Long_Games,18.833333333333332
2006,BaseGame,under 5,2,6,6.11111,1.0,Short_Games,17.166666666666668
1989,BaseGame,under 5,2,6,5.2246,1.0,Median_Games,35.0
2014,PremiumGame,12 to under 18,1,6,8.19647,2.2448059722515668,Long_Games,249.66666666666666
2015,PremiumGame,under 5,2,2,8.43922,2.6004648214663,Median_Games,104.0
2011,BaseGame,under 5,2,4,4.0,1.0,Median_Games,0.8333333333333334
2017,BaseGame,5 to under 12,2,8,4.0,1.711317698429467,Median_Games,0.6666666666666666
2009,BaseGame,5 to under 12,1,6,6.8125,1.0,Short_Games,15.166666666666666
1993,BaseGame,5 to under 12,2,4,4.5907,1.0,Short_Games,31.5
2007,BaseGame,5 to under 12,2,6,6.61786,1.0,Short_Games,18.166666666666668
2010,PremiumGame,12 to under 18,2,2,7.65889,2.223466441298683,Average_Games,220.33333333333334
2009,BaseGame,5 to under 12,2,2,6.1,1.0,Short_Games,2.6666666666666665
2007,PremiumGame,5 to under 12,3,6,6.67432,1.5782829776744838,Long_Games,886.5
1987,BaseGame,5 to under 12,2,4,6.85714,1.0,Average_Games,14.666666666666666
1988,PremiumGame,under 5,2,4,5.41667,1.711317698429467,Very_Long_Games,7.666666666666667
2008,BaseGame,5 to under 12,3,8,8.0,1.0,Median_Games,0.8333333333333334
2009,PremiumGame,12 to under 18,2,2,7.67368,3.845270793717867,Long_Games,14.333333333333334
2011,BaseGame,12 to under 18,1,4,7.52478,2.42203324177759,Very_Long_Games,1757.6666666666667
2004,PremiumGame,12 to under 18,2,6,7.57143,1.0,Long_Games,5.333333333333333
2007,PremiumGame,12 to under 18,1,2,7.62851,2.422635396858934,Median_Games,52.666666666666664
1988,BaseGame,12 to under 18,2,2,7.0,1.711317698429467,Long_Games,2.3333333333333335
2011,PremiumGame,12 to under 18,2,2,7.83333,1.711317698429467,Median_Games,10.833333333333334
1980,BaseGame,under 5,2,6,4.66667,1.0,Average_Games,5.333333333333333
2013,BaseGame,under 5,2,4,6.16667,1.711317698429467,Short_Games,2.0
2000,BaseGame,12 to under 18,2,8,7.29211,2.2194119304176354,Median_Games,65.0
1981,BaseGame,5 to under 12,2,4,5.565,1.711317698429467,Long_Games,26.0
2014,BaseGame,5 to under 12,2,4,9.0,2.422635396858934,Median_Games,2.1666666666666665
2013,PremiumGame,12 to under 18,2,4,7.66587,1.8719332347348403,Median_Games,588.5
2003,BaseGame,5 to under 12,2,2,4.625,1.711317698429467,Median_Games,3.6666666666666665
2012,BaseGame,5 to under 12,2,2,6.30523,1.5927410381012743,Median_Games,124.66666666666667
2008,BaseGame,5 to under 12,2,2,5.46875,1.4742355095429256,Short_Games,9.5
2006,BaseGame,5 to under 12,2,4,6.26111,1.4267906190576802,Short_Games,38.333333333333336
2006,BaseGame,5 to under 12,2,4,5.7662,1.9145411648707653,Median_Games,22.333333333333332
2015,BaseGame,5 to under 12,2,4,7.34117,1.841274737657581,Median_Games,525.1666666666666
2009,BaseGame,under 5,1,1,6.44453,1.205215155996901,Median_Games,179.0
2009,BaseGame,under 5,3,5,7.0,1.0,Median_Games,1.1666666666666667
2009,PremiumGame,12 to under 18,2,2,7.19608,2.422635396858934,Median_Games,82.83333333333333
2007,BaseGame,under 5,1,2,1.5,1.0,Median_Games,1.3333333333333333
2009,BaseGame,5 to under 12,2,6,7.5,1.711317698429467,Very_Long_Games,2.6666666666666665
2001,BaseGame,5 to under 12,3,6,6.49724,1.531276850482428,Median_Games,1142.3333333333333
2003,BaseGame,5 to under 12,2,5,5.66813,1.3830445806042675,Median_Games,81.5
1995,BaseGame,5 to under 12,2,16,4.96512,1.6224029861257834,Median_Games,28.166666666666668
2013,PremiumGame,5 to under 12,2,6,7.51024,1.284527079371787,Median_Games,94.5
2008,BaseGame,5 to under 12,2,4,4.72564,1.258635115148954,Median_Games,32.333333333333336
1990,BaseGame,12 to under 18,2,2,6.45862,2.3040587365307417,Very_Long_Games,45.333333333333336
2013,BaseGame,12 to under 18,2,10,8.0,2.422635396858934,Long_Games,0.8333333333333334
2003,BaseGame,5 to under 12,2,5,5.92308,1.0,Median_Games,7.333333333333333
2012,BaseGame,12 to under 18,1,5,7.43355,2.416191281076132,Median_Games,1353.6666666666667
2011,PremiumGame,12 to under 18,2,2,7.54915,2.2448059722515668,Average_Games,85.33333333333333
1998,PremiumGame,12 to under 18,2,8,6.66667,2.422635396858934,Average_Games,4.666666666666667
2015,BaseGame,12 to under 18,2,7,7.65854,1.8129649975350377,Average_Games,37.833333333333336
2013,BaseGame,12 to under 18,2,8,7.00367,1.6520649341502922,Median_Games,180.33333333333334
2015,BaseGame,12 to under 18,2,4,7.57143,2.2448059722515668,Long_Games,4.833333333333333
2013,PremiumGame,5 to under 12,2,2,7.87717,2.487294175646172,Average_Games,273.8333333333333
